owner_id,owner_first_name,owner_last_name,owner_email,owner_phone,owner_address,dog_id,dog_name,dog_breed,dog_age,dog_gender,order_id,order_date,product_id,quantity,subtotal,product_name,product_price,product_description,transaction_id,veterinarian_id,veterinarian_first_name,veterinarian_last_name,veterinarian_specialization,veterinarian_contact,appointment_id,appointment_date,appointment_purpose
3f7f4bed-e38e-4abd-a017-e6bb6ce19f66,Christiane,Jacquet,christiane.jacquet@gmail.com,01 56 73 27 56,"66, rue de Gaillard
70382 Jacquet-sur-Blanchet",8a18855e-cb7b-4764-98ae-de306d677419,Jackson,Rottweiler,113,Male,0b0f4bc7-7087-4350-9f1c-0c8b57ce0b2d,2023-10-18,29,7,76.93,Dog Dental Spray,10.99,Oral hygiene dental spray for dogs,0b0f4bc7-7087-4350-9f1c-0c8b57ce0b2d_20221121152103,00823544-0967-4d6c-8d63-cb84227de1c8,Robert,Leleu,désespoir,+33 2 18 49 20 40,63eb6396-fac5-4436-bf7e-5ad43970c60b,2024-02-29,Retourner ancien respect nerveux.
3f7f4bed-e38e-4abd-a017-e6bb6ce19f66,Christiane,Jacquet,christiane.jacquet@gmail.com,01 56 73 27 56,"66, rue de Gaillard
70382 Jacquet-sur-Blanchet",8a18855e-cb7b-4764-98ae-de306d677419,Jackson,Rottweiler,113,Male,0b0f4bc7-7087-4350-9f1c-0c8b57ce0b2d,2023-10-18,11,1,6.99,Dog Ball,6.99,Fetch and play ball,0b0f4bc7-7087-4350-9f1c-0c8b57ce0b2d_20200626175305,00823544-0967-4d6c-8d63-cb84227de1c8,Robert,Leleu,désespoir,+33 2 18 49 20 40,63eb6396-fac5-4436-bf7e-5ad43970c60b,2024-02-29,Retourner ancien respect nerveux.
7da2af2d-5ba1-4d48-81bd-f16d7e3c4ffd,Océane,Masson,océane.masson@gmail.com,0146304782,"56, rue Thibault
10784 Boyer",a4493c4e-d46b-4543-9c3d-59899f58ecc8,Pepper,Dachshund,53,Female,ba29bef6-6972-488f-ba2e-84769903b094,2024-01-03,20,9,62.91,Dog Bandana,6.99,Stylish bandana for dogs,ba29bef6-6972-488f-ba2e-84769903b094_20220916053510,f316aac3-6f52-4ddc-860e-80e93b5be2af,Élise,Carlier,désir,0557435736,e88b111a-7161-498c-bd08-d6f5e5fc3502,2024-02-16,Allumer nuit respirer confondre dos.
7da2af2d-5ba1-4d48-81bd-f16d7e3c4ffd,Océane,Masson,océane.masson@gmail.com,0146304782,"56, rue Thibault
10784 Boyer",a4493c4e-d46b-4543-9c3d-59899f58ecc8,Pepper,Dachshund,53,Female,ba29bef6-6972-488f-ba2e-84769903b094,2024-01-03,18,3,25.47,Squeaky Plush Toy,8.49,Cute squeaky plush toy for dogs,ba29bef6-6972-488f-ba2e-84769903b094_20210331170109,f316aac3-6f52-4ddc-860e-80e93b5be2af,Élise,Carlier,désir,0557435736,e88b111a-7161-498c-bd08-d6f5e5fc3502,2024-02-16,Allumer nuit respirer confondre dos.
7da2af2d-5ba1-4d48-81bd-f16d7e3c4ffd,Océane,Masson,océane.masson@gmail.com,0146304782,"56, rue Thibault
10784 Boyer",a4493c4e-d46b-4543-9c3d-59899f58ecc8,Pepper,Dachshund,53,Female,ba29bef6-6972-488f-ba2e-84769903b094,2024-01-03,30,9,49.41,Dog Poop Bags,5.49,Biodegradable poop bags for easy cleanup,ba29bef6-6972-488f-ba2e-84769903b094_20220212020230,f316aac3-6f52-4ddc-860e-80e93b5be2af,Élise,Carlier,désir,0557435736,e88b111a-7161-498c-bd08-d6f5e5fc3502,2024-02-16,Allumer nuit respirer confondre dos.
7da2af2d-5ba1-4d48-81bd-f16d7e3c4ffd,Océane,Masson,océane.masson@gmail.com,0146304782,"56, rue Thibault
10784 Boyer",a4493c4e-d46b-4543-9c3d-59899f58ecc8,Pepper,Dachshund,53,Female,ba29bef6-6972-488f-ba2e-84769903b094,2024-01-03,27,1,13.99,Dog Paw Balm,13.99,Moisturizing paw balm for dogs,ba29bef6-6972-488f-ba2e-84769903b094_20220222052123,f316aac3-6f52-4ddc-860e-80e93b5be2af,Élise,Carlier,désir,0557435736,e88b111a-7161-498c-bd08-d6f5e5fc3502,2024-02-16,Allumer nuit respirer confondre dos.
7da2af2d-5ba1-4d48-81bd-f16d7e3c4ffd,Océane,Masson,océane.masson@gmail.com,0146304782,"56, rue Thibault
10784 Boyer",a4493c4e-d46b-4543-9c3d-59899f58ecc8,Pepper,Dachshund,53,Female,ba29bef6-6972-488f-ba2e-84769903b094,2024-01-03,3,1,39.99,Dog Bed,39.99,Comfortable dog bed,ba29bef6-6972-488f-ba2e-84769903b094_20230725221942,f316aac3-6f52-4ddc-860e-80e93b5be2af,Élise,Carlier,désir,0557435736,e88b111a-7161-498c-bd08-d6f5e5fc3502,2024-02-16,Allumer nuit respirer confondre dos.
44d0f446-eb6b-4c64-9adb-a0cef3ffebd9,Aurore,Laroche,aurore.laroche@outlook.com,+33 (0)2 44 18 03 02,"265, chemin de Bertrand
79817 Saint Bertrand",00ca792e-1311-4dbf-840c-d46c6e20a64e,Dexter,Great Dane,13,Male,ffc53687-7a02-41b7-8638-77b24b9b9c91,2023-10-08,16,4,75.96,Reflective Dog Harness,18.99,Reflective harness for night walks,ffc53687-7a02-41b7-8638-77b24b9b9c91_20210709152927,c0852575-b7f2-43bc-916c-d25fd79a72d9,Sabine,Guilbert,remonter,05 47 20 32 42,a6ff111c-92a9-440f-aa84-94681bf340df,2024-02-12,Entrer parole rester curieux toucher davantage.
44d0f446-eb6b-4c64-9adb-a0cef3ffebd9,Aurore,Laroche,aurore.laroche@outlook.com,+33 (0)2 44 18 03 02,"265, chemin de Bertrand
79817 Saint Bertrand",00ca792e-1311-4dbf-840c-d46c6e20a64e,Dexter,Great Dane,13,Male,ffc53687-7a02-41b7-8638-77b24b9b9c91,2023-10-08,2,7,69.93,Dog Toy,9.99,Interactive dog toy,ffc53687-7a02-41b7-8638-77b24b9b9c91_20210411015211,c0852575-b7f2-43bc-916c-d25fd79a72d9,Sabine,Guilbert,remonter,05 47 20 32 42,a6ff111c-92a9-440f-aa84-94681bf340df,2024-02-12,Entrer parole rester curieux toucher davantage.
44d0f446-eb6b-4c64-9adb-a0cef3ffebd9,Aurore,Laroche,aurore.laroche@outlook.com,+33 (0)2 44 18 03 02,"265, chemin de Bertrand
79817 Saint Bertrand",00ca792e-1311-4dbf-840c-d46c6e20a64e,Dexter,Great Dane,13,Male,ffc53687-7a02-41b7-8638-77b24b9b9c91,2023-10-08,13,3,89.97,Dog Grooming Kit,29.99,Complete grooming kit for dogs,ffc53687-7a02-41b7-8638-77b24b9b9c91_20201209164704,c0852575-b7f2-43bc-916c-d25fd79a72d9,Sabine,Guilbert,remonter,05 47 20 32 42,a6ff111c-92a9-440f-aa84-94681bf340df,2024-02-12,Entrer parole rester curieux toucher davantage.
